year,state,quarter,suppression,totalRX
2019,ME,1,F,271
2019,ME,1,T,0
2019,ME,2,F,299
2019,ME,2,T,0
2019,ME,3,F,355
2019,ME,3,T,0
2019,ME,4,F,377
2019,ME,4,T,0
2019,MI,1,F,13111
2019,MI,1,T,0
2019,MI,2,F,13456
2019,MI,2,T,0
2019,MI,3,F,13559
2019,MI,3,T,0
2019,MI,4,F,13345
2019,MI,4,T,0
2019,MN,1,F,5411
2019,MN,1,T,0
2019,MN,2,F,5530
2019,MN,2,T,0
2019,MN,3,F,5430
2019,MN,3,T,0
2019,MN,4,F,5564
2019,MN,4,T,0
2019,MO,1,F,3751
2019,MO,1,T,0
2019,MO,2,F,3819
2019,MO,2,T,0
2019,MO,3,F,4148
2019,MO,3,T,0
2019,MO,4,F,3890
2019,MO,4,T,0
2019,MS,1,F,1735
2019,MS,1,T,0
2019,MS,2,F,1691
2019,MS,2,T,0
2019,MS,3,F,1717
2019,MS,3,T,0
2019,MS,4,F,1579
2019,MS,4,T,0
2019,MT,1,F,1313
2019,MT,1,T,0
2019,MT,2,F,1386
2019,MT,2,T,0
2019,MT,3,F,1458
2019,MT,3,T,0
2019,MT,4,F,1371
2019,MT,4,T,0
2019,NC,1,F,5372
2019,NC,1,T,0
2019,NC,2,F,4494
2019,NC,2,T,0
2019,NC,3,F,5159
2019,NC,3,T,0
2019,NC,4,F,4894
2019,NC,4,T,0
2019,ND,1,F,157
2019,ND,1,T,0
2019,ND,2,F,214
2019,ND,2,T,0
2019,ND,3,F,161
2019,ND,3,T,0
2019,ND,4,F,220
2019,ND,4,T,0
2019,NE,1,F,646
2019,NE,1,T,0
2019,NE,2,F,663
2019,NE,2,T,0
2019,NE,3,F,608
2019,NE,3,T,0
2019,NE,4,F,459
2019,NE,4,T,0
2019,NH,1,F,529
2019,NH,1,T,0
2019,NH,2,F,568
2019,NH,2,T,0
2019,NH,3,F,387
2019,NH,3,T,0
2019,NH,4,F,309
2019,NH,4,T,0
2019,NJ,1,F,5966
2019,NJ,1,T,0
2019,NJ,2,F,6535
2019,NJ,2,T,0
2019,NJ,3,F,6610
2019,NJ,3,T,0
2019,NJ,4,F,6428
2019,NJ,4,T,0
2019,NM,1,F,2302
2019,NM,1,T,0
2019,NM,2,F,986
2019,NM,2,T,0
2019,NM,3,F,2449
2019,NM,3,T,0
2019,NM,4,F,2081
2019,NM,4,T,0
2019,NV,1,F,3326
2019,NV,1,T,0
2019,NV,2,F,3181
